epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,5447.11,0.53319,0.59824,0.86647,0.92837,0.90444,0.96756,0.88608,0.46139,0.5752,0.83398,0.000519875,0.000519875,0.000519875
61,5498.14,0.49754,0.57617,0.84527,0.93378,0.95202,0.9743,0.91013,0.43103,0.4874,0.825,0.0005075,0.0005075,0.0005075
62,5548.75,0.49812,0.56249,0.85345,0.91172,0.93811,0.96277,0.88074,0.47308,0.51988,0.82842,0.000495125,0.000495125,0.000495125
63,5597.52,0.57361,0.65209,0.90961,0.94172,0.92566,0.96278,0.89278,0.44419,0.51158,0.82837,0.00048275,0.00048275,0.00048275
64,5648.3,0.48701,0.54275,0.8486,0.94539,0.95854,0.9759,0.90919,0.42285,0.46892,0.82361,0.000470375,0.000470375,0.000470375
65,5697.88,0.50694,0.63875,0.85671,0.93558,0.93961,0.97129,0.90523,0.43757,0.47325,0.82536,0.000458,0.000458,0.000458
66,5748.31,0.51348,0.62121,0.85951,0.94093,0.91564,0.96297,0.89982,0.43353,0.51236,0.82508,0.000445625,0.000445625,0.000445625
67,5800.09,0.49584,0.59213,0.85851,0.92672,0.96366,0.97679,0.89435,0.47173,0.4719,0.82734,0.00043325,0.00043325,0.00043325
68,5850.06,0.48675,0.54195,0.84833,0.92689,0.9742,0.98059,0.90689,0.43664,0.46523,0.82673,0.000420875,0.000420875,0.000420875
69,5898.25,0.49373,0.53848,0.84902,0.93354,0.96059,0.97581,0.90918,0.43745,0.46071,0.82522,0.0004085,0.0004085,0.0004085
70,5947.46,0.46755,0.56515,0.84916,0.91349,0.95842,0.97085,0.90404,0.43009,0.46658,0.82522,0.000396125,0.000396125,0.000396125
71,5995.66,0.49438,0.54478,0.85355,0.93214,0.93747,0.96719,0.88189,0.51736,0.47986,0.83256,0.00038375,0.00038375,0.00038375
72,6045.74,0.49598,0.52749,0.84637,0.93814,0.94705,0.97423,0.91186,0.41049,0.45289,0.82241,0.000371375,0.000371375,0.000371375
73,6095.48,0.50089,0.51095,0.8488,0.91879,0.96224,0.97754,0.89468,0.46986,0.46317,0.82521,0.000359,0.000359,0.000359
74,6142.62,0.50162,0.53568,0.85033,0.95071,0.92168,0.97339,0.89954,0.44322,0.46548,0.82427,0.000346625,0.000346625,0.000346625
75,6191.54,0.45956,0.50791,0.84518,0.92822,0.95236,0.9733,0.90497,0.43348,0.44936,0.82461,0.00033425,0.00033425,0.00033425
76,6241.56,0.48502,0.53319,0.8557,0.94904,0.93375,0.96959,0.89709,0.4591,0.46155,0.82789,0.000321875,0.000321875,0.000321875
77,6288.31,0.49256,0.54139,0.8533,0.924,0.9564,0.974,0.89636,0.46805,0.45845,0.83341,0.0003095,0.0003095,0.0003095
78,6334.97,0.49443,0.55702,0.86049,0.91583,0.95745,0.97598,0.9061,0.44184,0.44752,0.8248,0.000297125,0.000297125,0.000297125
79,6381.45,0.43837,0.4916,0.84603,0.92233,0.95826,0.97169,0.90108,0.4564,0.44653,0.82749,0.00028475,0.00028475,0.00028475
80,6427.85,0.46212,0.49247,0.8373,0.93801,0.94085,0.97026,0.91084,0.434,0.44615,0.82837,0.000272375,0.000272375,0.000272375
81,6478.86,0.43041,0.47329,0.83353,0.94708,0.9369,0.97196,0.90741,0.44439,0.44585,0.82575,0.00026,0.00026,0.00026
82,6526.17,0.4712,0.51905,0.85627,0.93956,0.94995,0.97472,0.91458,0.4144,0.43858,0.82411,0.000247625,0.000247625,0.000247625
83,6573.88,0.45333,0.5315,0.84481,0.94362,0.94833,0.97493,0.91448,0.41707,0.43991,0.82276,0.00023525,0.00023525,0.00023525
84,6620.58,0.47225,0.51526,0.84871,0.95504,0.94606,0.97593,0.91978,0.40818,0.43628,0.82031,0.000222875,0.000222875,0.000222875
85,6667.06,0.43004,0.47432,0.84134,0.92834,0.94946,0.97548,0.90765,0.43272,0.44972,0.82521,0.0002105,0.0002105,0.0002105
86,6718.46,0.4569,0.51325,0.85182,0.90656,0.94649,0.97425,0.9092,0.42522,0.44991,0.82212,0.000198125,0.000198125,0.000198125
87,6768.66,0.47625,0.49639,0.85806,0.94269,0.95785,0.97525,0.91521,0.4119,0.42788,0.82017,0.00018575,0.00018575,0.00018575
88,6817.2,0.45564,0.5033,0.8457,0.9334,0.96301,0.97704,0.91285,0.40293,0.42102,0.8184,0.000173375,0.000173375,0.000173375
89,6865.22,0.45247,0.50063,0.84281,0.95234,0.95057,0.97698,0.91988,0.40096,0.4194,0.81932,0.000161,0.000161,0.000161
90,6916.01,0.43928,0.49106,0.84098,0.94234,0.95683,0.97741,0.91234,0.41965,0.43014,0.82278,0.000148625,0.000148625,0.000148625
91,6963.31,0.47067,0.53377,0.84363,0.93787,0.96183,0.97656,0.90846,0.42465,0.44678,0.82381,0.00013625,0.00013625,0.00013625
92,7010.47,0.44277,0.52835,0.82809,0.92627,0.9741,0.97595,0.9092,0.41315,0.4497,0.82286,0.000123875,0.000123875,0.000123875
93,7056.37,0.44535,0.49369,0.83378,0.9375,0.95108,0.97469,0.90769,0.41452,0.44571,0.82321,0.0001115,0.0001115,0.0001115
94,7102.37,0.41606,0.48494,0.83501,0.94205,0.95689,0.97629,0.91384,0.40888,0.43835,0.82153,9.9125e-05,9.9125e-05,9.9125e-05
95,7151.07,0.43924,0.49873,0.84363,0.94863,0.95777,0.97728,0.91689,0.40371,0.43174,0.82144,8.675e-05,8.675e-05,8.675e-05
96,7199.47,0.42086,0.4743,0.83211,0.94711,0.96525,0.97824,0.91665,0.40779,0.4282,0.82137,7.4375e-05,7.4375e-05,7.4375e-05
97,7247.99,0.44645,0.51338,0.8343,0.95159,0.96453,0.97715,0.91872,0.40269,0.42171,0.82167,6.2e-05,6.2e-05,6.2e-05
98,7296.16,0.41432,0.47377,0.83855,0.95243,0.96835,0.97839,0.92038,0.39685,0.41604,0.82205,4.9625e-05,4.9625e-05,4.9625e-05
99,7344.65,0.44076,0.46051,0.86001,0.95115,0.9644,0.97819,0.92029,0.3943,0.41221,0.82209,3.725e-05,3.725e-05,3.725e-05
100,7392.77,0.39973,0.46085,0.83204,0.95068,0.96383,0.97869,0.92016,0.39554,0.41148,0.82205,2.4875e-05,2.4875e-05,2.4875e-05
